epoch,train_loss,test_loss,train_acc,test_acc
1,1.9213558117718077,1.0902557041071639,30.613333333333333,67.25
2,1.0785255702828038,0.5269344290600547,62.343333333333334,88.04
3,0.7659485953957287,0.34371315254063545,76.00333333333333,91.53
4,0.6473021293118564,0.2812326888117609,81.085,93.03
5,0.5805441647577387,0.24290680668399303,83.52166666666666,93.84
6,0.5305041466186295,0.22313092250518407,85.145,94.13
7,0.5055043994427235,0.21361911829702462,86.11666666666666,94.46
8,0.48163883206940916,0.21201534729592408,86.84,94.68
9,0.461881592774442,0.1850945104762346,87.455,95.29
10,0.44005814051704367,0.18499724071802973,88.18,95.44
11,0.44005210265549005,0.1795502021036382,88.415,95.42
12,0.42087182421674096,0.17842637155723723,88.89666666666666,95.2
13,0.4092142565100432,0.1724601377721263,89.07,95.6
14,0.3999704661717547,0.16408310836487555,89.27333333333333,95.86
15,0.3935848263852886,0.1596553827624155,89.61166666666666,96.02
16,0.3796634443088381,0.1573218829470062,89.99333333333334,95.99
17,0.370841309745937,0.15945698938014197,90.09,96.04
18,0.3730450563275738,0.15650004009374335,90.01833333333333,95.94
19,0.3583558530314391,0.15219962887489533,90.47,96.32
20,0.3586353683141249,0.15910176145313662,90.49833333333333,95.89
21,0.3591327504562671,0.15708191381012904,90.41333333333333,96.2
22,0.35311331741337076,0.15291727000635258,90.72166666666666,96.45
23,0.3493746469524115,0.15501590561168857,90.74,96.24
24,0.3393490287477274,0.1477056111833906,91.07333333333334,96.38
25,0.3399076099271205,0.15046325381963124,90.96333333333334,96.3
