CommRound,Acc,Loss,Time
0,8.99,2.3025615969790687,4.6485936641693115
1,26.14,2.138638423967965,20.480135202407837
2,40.39,1.7243326630773423,20.69904637336731
3,54.5,1.2166320191153996,25.58598041534424
4,72.79,0.8144908517221862,26.26082468032837
5,80.64,0.6507499625411215,25.29071021080017
6,81.76,0.6022444341001632,26.11315608024597
7,83.43,0.6726672871014739,25.720366716384888
8,86.05,0.5231904198851767,25.724883556365967
9,82.43,0.5762087110477158,25.704792737960815
10,85.89,0.5797124747894232,27.502568244934082
11,85.85,0.5841166620390325,27.100207328796387
12,88.26,0.5384790661119963,27.239022970199585
13,89.64,0.49442888292943754,26.360087633132935
14,89.82,0.48732372745871544,25.701276302337646
15,89.91,0.5034566506554808,25.86485528945923
16,89.88,0.5129595106066782,25.802261352539062
17,89.94,0.5206738588742063,27.585626125335693
18,89.96,0.5294845583436044,25.591607332229614
19,89.93,0.5367398528924471,27.3691987991333
20,89.94,0.5431070382341365,25.619138479232788
21,89.91,0.5491393952500783,19.677124500274658
22,89.9,0.5545336650448698,20.33300518989563
23,89.89,0.5593720643981537,20.134473085403442
24,89.88,0.5638687810447963,25.283801555633545
25,89.88,0.5678153979839592,25.817490100860596
26,89.87,0.5713669107519562,25.633853673934937
27,89.86,0.5747471439263111,25.067842483520508
28,89.86,0.5779372578062401,24.375493049621582
29,89.86,0.5808232768049723,24.95628309249878
30,89.87,0.5835668150854262,25.65676999092102
