CommRound,Acc,Loss,Time
0,7.79,2.303764747667916,6.328892230987549
1,18.81,2.761586632909654,17.45431089401245
2,33.9,2.1037991937202745,17.341524362564087
3,48.95,1.523738361612151,17.296442985534668
4,56.99,1.3093925352337994,17.408169984817505
5,64.7,1.0243485268158248,17.293794631958008
6,71.07,0.8654187514057642,17.14209794998169
7,75.74,0.767485238517387,16.871782064437866
8,76.26,0.7829610397921333,17.32956027984619
9,79.88,0.6858689271951024,17.52707266807556
10,81.52,0.6318278710676145,17.620662689208984
11,83.41,0.5472790619617776,17.738068342208862
12,82.64,0.6260511479045772,16.914716482162476
13,82.97,0.639113644633112,17.049620866775513
14,85.06,0.5805168317843087,17.454256772994995
15,84.78,0.6224324795641477,17.258320093154907
16,86.1,0.5801929234515263,23.478505611419678
17,86.18,0.5865213212710393,24.133896589279175
18,86.04,0.6128965308771858,22.070871829986572
19,86.34,0.610469817926612,23.830776929855347
20,86.45,0.6153903181039835,23.76465940475464
21,86.45,0.6225754472462437,22.517671585083008
22,86.5,0.6301365072214151,24.417154550552368
23,86.52,0.6371099350950385,23.76703929901123
24,86.5,0.644932849686357,19.07147526741028
25,86.47,0.6527240874269341,17.522122144699097
26,86.45,0.6610042058591601,25.3341965675354
27,86.38,0.6683452108615562,23.96129035949707
28,86.41,0.6742832639926597,23.944952487945557
29,86.4,0.6792782107486001,23.396461963653564
30,86.39,0.6855702717092973,24.74893021583557
