CommRound,Acc,Loss,Time
0,8.92,2.304580703566346,6.695981025695801
1,10.28,2.85099591182757,207.58495664596558
2,18.26,2.772889061819149,209.65808200836182
3,28.85,2.083614829220349,203.75613284111023
4,30.55,1.8889860850346238,226.780419588089
5,60.19,1.304536382608776,186.05078315734863
6,68.91,1.0222230961051169,191.54874777793884
7,68.98,0.9931928560703616,214.15455436706543
8,73.73,0.7153075329865082,229.3352301120758
9,75.26,0.7353323041638241,203.3040370941162
10,63.61,1.0664655694478675,191.3996970653534
11,82.75,0.5574788298410706,192.16771697998047
12,84.37,0.5246229181184044,192.593346118927
13,86.57,0.5100610514607611,207.31642079353333
14,84.81,0.49144318247143226,206.83140516281128
15,85.05,0.5893826765727394,180.1107621192932
16,87.65,0.5078822339448748,181.78513884544373
17,86.23,0.5001253180111511,179.9334433078766
18,89.73,0.4557478294908246,190.78529810905457
19,89.48,0.46115641182736505,189.94451427459717
20,90.28,0.40975628437215017,213.79368925094604
21,90.44,0.4523013746483794,192.9865062236786
22,90.44,0.4730706796804561,201.25450325012207
23,90.52,0.4853531575372702,222.18940448760986
24,90.51,0.4959973583021496,196.8056492805481
25,90.49,0.5045112604629013,190.78350257873535
26,90.5,0.5116696148827861,191.6153175830841
27,90.49,0.5180386901373351,186.49877524375916
28,90.51,0.5236702149474546,210.3913712501526
29,90.54,0.5288151463941683,224.85025429725647
30,90.57,0.5334463906769134,193.18534326553345
