CommRound,Acc,Loss,Time
0,8.99,2.3025615969790687,6.124979496002197
1,26.37,2.146222078347508,67.89626216888428
2,50.34,1.5194394799727429,53.92481327056885
3,67.01,0.9656471006477936,56.11319088935852
4,76.84,0.6660156472574307,58.531391620635986
5,86.31,0.4236532665694816,58.79166221618652
6,86.02,0.43495358847364596,54.513389110565186
7,88.22,0.38019751125498663,53.05375552177429
8,88.76,0.3628985252750071,61.85031485557556
9,88.87,0.36150489332555213,53.79506731033325
10,88.96,0.358499885454208,64.04948163032532
11,89.05,0.35590735422093656,66.44448733329773
12,89.32,0.35112017577018917,58.210283279418945
13,89.37,0.347840535018263,53.22664833068848
14,89.43,0.3454714161402817,46.58388113975525
15,89.46,0.3434291795556304,65.08579325675964
16,89.52,0.34123707807893994,60.99481654167175
17,89.63,0.3391878799641434,58.647684812545776
18,89.67,0.33759523843285405,46.876953125
19,89.66,0.3360593335915215,65.29666209220886
20,89.71,0.3344430567437335,60.73313856124878
21,89.78,0.3331787622050394,54.02876615524292
22,89.77,0.3321377447322954,57.63646841049194
23,89.81,0.33036487436370005,58.94695568084717
24,89.84,0.3291011314509036,64.85930180549622
25,89.89,0.3281741870355003,49.587106704711914
26,89.94,0.32717215816808654,54.52610206604004
27,89.93,0.32627357764146,52.335076093673706
28,89.95,0.32535313305598274,61.59719681739807
29,89.97,0.32436796466383755,56.677300214767456
30,90.01,0.32328268008518823,66.62788248062134
