temperature
53.692
54.768
54.768
54.768
55.306
54.768
54.768
54.768
55.306
54.768
55.844
55.844
55.306
55.306
55.306
55.844
55.844
55.844
55.844
55.844
56.382
55.844
55.844
56.382
55.844
56.382
56.382
55.844
56.382
56.92
56.92
56.92
55.844
55.844
56.92
56.92
56.382
55.844
56.382
56.382
56.382
56.92
56.92
56.382
56.92
56.92
56.92
56.92
56.92
56.92
56.92
56.92
56.92
56.92
56.382
57.458
56.92
56.92
56.92
56.92
56.92
56.92
56.92
56.92
57.458
56.92
56.92
56.92
57.458
56.92
57.458
57.458
56.92
57.458
57.458
57.996
56.92
56.92
57.458
57.458
57.996
57.996
57.996
57.458
57.996
56.92
56.92
57.996
56.92
57.458
57.996
56.92
57.996
57.458
57.996
56.92
57.996
56.92
57.996
57.996
57.996
56.92
57.996
57.458
57.996
57.996
57.996
57.996
57.458
57.996
57.996
57.996
57.458
57.996
56.92
57.996
57.996
57.996
57.458
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
56.92
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
58.534
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
58.534
57.996
57.996
57.996
58.534
57.996
58.534
58.534
57.996
57.996
57.996
57.996
57.996
58.534
57.996
57.996
58.534
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
57.996
58.534
58.534
57.996
57.996
57.996
57.996
57.996
59.072
58.534
58.534
57.996
58.534
57.996
57.996
58.534
57.996
58.534
58.534
57.996
59.072
59.072
57.996
57.996
58.534
58.534
58.534
57.996
58.534
57.996
58.534
57.996
58.534
58.534
58.534
58.534
58.534
57.996
58.534
57.996
57.996
57.996
57.996
58.534
57.996
57.996
58.534
58.534
57.996
57.996
58.534
58.534
57.996
58.534
58.534
57.996
58.534
57.996
58.534
59.072
58.534
59.072
58.534
58.534
58.534
58.534
59.072
59.072
59.072
59.072
57.996
58.534
59.072
59.072
58.534
58.534
59.072
57.996
59.072
58.534
58.534
59.072
58.534
59.072
58.534
59.072
59.072
57.996
59.072
59.072
58.534
59.072
58.534
59.072
59.072
57.996
58.534
58.534
59.072
59.072
59.072
58.534
58.534
59.072
59.072
59.072
58.534
58.534
58.534
57.996
57.996
58.534
58.534
58.534
