CommRound,Acc,Loss,Time
0,8.99,2.3025615969790687,9.348878383636475
1,18.23,2.2278839183759085,40.15043640136719
2,43.99,1.5879703624339043,47.19784379005432
3,49.4,1.3443637709074383,43.465214014053345
4,63.22,1.0508512771582301,53.91687297821045
5,76.24,0.7778398549254937,53.34996247291565
6,82.81,0.6525471417964259,58.95683479309082
7,86.67,0.4729295919967603,49.23409080505371
8,84.51,0.5661287070075168,52.83192777633667
9,84.37,0.5637467558248134,57.17179870605469
10,85.96,0.5127445924319799,45.8663330078125
11,85.77,0.5701803220789644,55.8874294757843
12,89.85,0.40543779212085507,60.53663635253906
13,86.07,0.6047170209828057,51.83775234222412
14,86.61,0.5981262610117092,63.22089624404907
15,88.75,0.45609638080755366,55.27145028114319
16,89.01,0.5170482602913545,57.64196848869324
17,89.93,0.4813311040825859,56.03821921348572
18,90.18,0.481424909120402,48.16416835784912
19,90.26,0.49254287507597216,34.442009687423706
20,90.31,0.5017416102552339,47.24323391914368
21,90.31,0.5092631971251361,42.65492630004883
22,90.32,0.5164025201686199,47.60720205307007
23,90.31,0.5221923180690766,35.263577699661255
24,90.34,0.5277949116617158,35.223525047302246
25,90.3,0.5324039781301082,48.32677888870239
26,90.32,0.537077363338793,52.09369897842407
27,90.38,0.5410316170700178,38.791714668273926
28,90.4,0.5449353322811141,48.533161640167236
29,90.37,0.548479471874388,45.822717905044556
30,90.35,0.5517128312229356,52.30906057357788
