CommRound,Acc,Loss,Time
0,8.99,2.3025615969790687,12.688991069793701
1,20.0,2.154844252369072,42.405678510665894
2,53.37,1.3012698858599119,40.17108225822449
3,62.14,1.0648768845992753,49.35498237609863
4,72.18,0.8383989783027505,50.51153779029846
5,79.38,0.6769669570877582,43.21642804145813
6,82.48,0.5429663724159892,52.83687472343445
7,85.59,0.48748896318145946,58.85226392745972
8,87.26,0.44219931413101243,36.563446044921875
9,86.87,0.4475747377057619,37.65165400505066
10,88.6,0.42884345923232126,40.11496949195862
11,89.7,0.42988189024544216,47.097779750823975
12,89.36,0.4761647793311107,36.64912676811218
13,90.38,0.45185394945872737,36.83094096183777
14,90.5,0.4660229623152674,37.316014766693115
15,90.4,0.48931095531634705,46.022812366485596
16,90.36,0.5090248769773995,37.58419108390808
17,90.63,0.5043110055436345,36.6081817150116
18,90.61,0.5150845672322225,42.87043905258179
19,90.63,0.523663269314632,39.357386350631714
20,90.65,0.5306107196897929,47.52035856246948
21,90.64,0.5362518493121466,55.355894565582275
22,90.63,0.5416161858040509,47.666520833969116
23,90.62,0.5463371738449588,54.141841888427734
24,90.61,0.5505038393673168,50.83612513542175
25,90.6,0.5544779177613651,48.362431049346924
26,90.61,0.5581682924051545,50.159475803375244
27,90.58,0.5613845857096058,50.29030919075012
28,90.55,0.5645103405901715,49.487751483917236
29,90.55,0.5674650366712786,53.650391817092896
30,90.53,0.5701225823840669,39.98127198219299
