CommRound,Acc,Loss,Time
0,8.92,2.304580703566346,5.520501613616943
1,10.28,2.8725941935672035,196.35230016708374
2,18.26,2.782024790969076,193.95204424858093
3,29.69,2.0164021253585815,230.0147180557251
4,26.26,2.00494711006744,200.29149174690247
5,59.82,1.2173757462561885,194.56389331817627
6,66.77,1.0418131125124195,212.43931984901428
7,77.17,0.6624760808823984,212.408029794693
8,83.23,0.4965282152347927,222.88004064559937
9,78.16,0.673170597492894,206.58233284950256
10,78.7,0.661792021386231,194.85717678070068
11,87.0,0.4163853013062779,216.76789236068726
12,86.8,0.4705248144985754,179.18761086463928
13,82.94,0.9100655222995372,221.06320095062256
14,84.85,0.48785655341948136,226.95259976387024
15,87.95,0.41743729970877685,216.24789214134216
16,87.92,0.483385375264702,221.4919261932373
17,87.33,0.6005572728058205,211.7291316986084
18,88.52,0.5119328831287124,212.3916141986847
19,90.74,0.4278079981243686,196.5922555923462
20,90.17,0.4787917278730605,202.77185130119324
21,90.54,0.42315083198084297,216.82029151916504
22,90.54,0.4628179642973067,220.37185883522034
23,90.18,0.5120662536259882,201.53231763839722
24,90.26,0.5180016352995476,201.45816087722778
25,90.28,0.5253742950720878,221.54160976409912
26,90.29,0.531881612053589,185.35819578170776
27,90.31,0.5375081818267892,212.35920429229736
28,90.32,0.5422651997849911,214.96044278144836
29,90.38,0.5465892394768852,205.8023226261139
30,90.38,0.5504915868698419,226.5375349521637
