CommRound,Acc,Loss,Time
0,8.92,2.304580703566346,5.061183452606201
1,10.28,2.9015629774407494,195.85892176628113
2,18.2,2.704138879534564,192.8411042690277
3,27.99,2.1909136636347712,193.55367064476013
4,26.73,1.9301214504845534,183.5237238407135
5,50.7,1.4398227537734598,190.5606689453125
6,65.43,1.1468939728374723,186.00897526741028
7,79.32,0.6254451252237151,191.19084858894348
8,81.62,0.504155703737766,201.5587830543518
9,81.63,0.5590064335095731,197.23255109786987
10,85.64,0.45708550663688513,191.05311942100525
11,87.46,0.3907419829806195,221.65284609794617
12,80.89,0.5841018714105026,222.79749655723572
13,89.77,0.3444823213864731,200.3478627204895
14,87.91,0.4491394574789307,212.9710202217102
15,89.84,0.4529974637199429,191.70949912071228
16,82.05,0.6635067381813556,191.990487575531
17,86.76,0.5013962961450408,184.72658705711365
18,90.03,0.4626155145513483,203.4393334388733
19,88.8,0.5634428488821546,204.47832822799683
20,88.31,0.6564902876374088,196.3843469619751
21,88.67,0.6046719619933563,198.12346696853638
22,87.29,0.4939203738600393,200.99666833877563
23,87.66,0.4500039494301699,209.1844823360443
24,90.44,0.43145624911294705,217.62640380859375
25,90.85,0.4452838961718769,192.03314995765686
26,90.88,0.4597253843411049,204.23213863372803
27,90.85,0.47209712047177027,213.16886496543884
28,90.83,0.48262898468329934,199.68078899383545
29,90.83,0.49153386520905584,188.04005432128906
30,90.83,0.4992538644413499,207.9314374923706
