CommRound,Acc,Loss,Time
0,8.99,2.3025615969790687,6.8357625007629395
1,34.15,1.8720456301411497,74.58387303352356
2,68.82,0.9084749067131477,81.83043789863586
3,80.75,0.5696480591085893,88.01950407028198
4,88.95,0.3749792389100111,89.32843160629272
5,87.96,0.4040356067162526,90.39152789115906
6,88.48,0.3913037009725842,74.43673205375671
7,88.77,0.3805725096335894,77.00570869445801
8,88.85,0.3773330968297735,78.79570293426514
9,88.94,0.3754865999651861,68.23452425003052
10,89.06,0.37471694881214374,86.31207633018494
11,89.14,0.3741013567800386,77.0350112915039
12,89.22,0.3729829268789367,89.56235003471375
13,89.26,0.37224273518010786,79.64910459518433
14,89.29,0.37117680508784856,80.35800004005432
15,89.28,0.3703985167313603,82.55898666381836
16,89.34,0.36982666719940643,65.42881369590759
17,89.41,0.369225006715595,97.2755925655365
18,89.43,0.3685206126987557,65.32161521911621
19,89.47,0.3677405115169815,78.62650275230408
20,89.5,0.3672256051692404,66.45597767829895
21,89.53,0.36675524855433383,83.00257611274719
22,89.57,0.36625963154755814,86.74338388442993
23,89.61,0.365755641031303,83.43005895614624
24,89.63,0.36518827061864395,75.79423093795776
25,89.63,0.3646128934489775,74.19913482666016
26,89.64,0.3643188893181991,78.93259859085083
27,89.67,0.3637151501224011,85.91444969177246
28,89.7,0.3632042111852501,77.90800905227661
29,89.72,0.3628755423558664,72.71241807937622
30,89.72,0.36217134594445743,86.20768475532532
