CommRound,Acc,Loss,Time
0,8.99,2.3025615969790687,4.632253408432007
1,20.0,2.154844252369072,42.158045291900635
2,53.37,1.3012698858599119,43.02958106994629
3,62.14,1.0648768845992753,32.74230909347534
4,72.18,0.8383989783027505,32.561482191085815
5,79.38,0.6769669570877582,32.18558192253113
6,82.48,0.5429663724159892,44.13157773017883
7,85.59,0.48748896318145946,38.663357734680176
8,87.26,0.44219931413101243,43.34518909454346
9,86.87,0.4475747377057619,37.95582675933838
10,88.6,0.42884345923232126,38.65359401702881
11,89.7,0.42988189024544216,44.7413375377655
12,89.36,0.4761647793311107,39.32606911659241
13,90.38,0.45185394945872737,37.545215368270874
14,90.5,0.4660229623152674,43.717451333999634
15,90.4,0.48931095531634705,37.96962118148804
16,90.36,0.5090248769773995,37.45497155189514
17,90.63,0.5043110055436345,57.96511626243591
18,90.61,0.5150845672322225,43.031458139419556
19,90.63,0.523663269314632,65.0841326713562
20,90.65,0.5306107196897929,39.57086539268494
21,90.64,0.5362518493121466,45.58918523788452
22,90.63,0.5416161858040509,47.41052007675171
23,90.62,0.5463371738449588,39.006911516189575
24,90.61,0.5505038393673168,38.681607723236084
25,90.6,0.5544779177613651,39.30527997016907
26,90.61,0.5581682924051545,37.416329860687256
27,90.58,0.5613845857096058,38.59104609489441
28,90.55,0.5645103405901715,38.10949420928955
29,90.55,0.5674650366712786,39.12958812713623
30,90.53,0.5701225823840669,37.54169416427612
