CommRound,Acc,Loss,Time
0,8.92,2.304580703566346,5.31435489654541
1,10.28,3.089528630051432,227.404443025589
2,18.31,2.83463027507444,211.73096632957458
3,29.45,2.025148418885243,210.3839385509491
4,24.28,2.042283894140509,223.5547046661377
5,57.27,1.31242917761018,202.93386101722717
6,66.79,1.0150743971897076,223.6416790485382
7,71.57,0.788897530564779,204.35277462005615
8,81.74,0.5749829094621199,215.86012029647827
9,78.92,0.6141737050647977,206.62740468978882
10,81.06,0.6898665924238253,201.54439187049866
11,89.79,0.34144606780779513,217.34639286994934
12,80.02,0.6773234245520604,198.8421459197998
13,90.33,0.344443137109091,207.08096885681152
14,90.25,0.34034597604900974,205.98657488822937
15,88.49,0.4505368035899687,204.19345259666443
16,88.62,0.5203371981653986,194.26384210586548
17,90.88,0.48190071455002587,214.36763215065002
18,88.28,0.48739918137464344,210.7410638332367
19,89.62,0.4328210374599771,191.1276957988739
20,87.98,0.5643770484890365,215.75490546226501
21,88.81,0.5022393401617868,222.84108781814575
22,87.97,0.5206284993622876,207.59160947799683
23,90.67,0.47285984835552075,215.25510787963867
24,90.38,0.4957707600514817,177.64243459701538
25,90.6,0.49425383625387015,203.82889246940613
26,90.61,0.5061729812428732,208.3985776901245
27,90.64,0.5140139734950152,195.19359254837036
28,90.68,0.5205706454094358,204.84178638458252
29,90.7,0.526286809351531,220.91411519050598
30,90.72,0.5313041987239465,225.82672333717346
